105	1	1	600706	經費類	600706
105	1	2	600707	經費類	600707
105	1	3	600708	經費類	600708
105	1	4	600709	經費類	600709
105	1	6	600710	經費類	600710
105	1	7	600711	經費類	600711
105	1	8	600712	經費類	600712
105	1	9	600713	經費類	600713
105	1	10	600714	經費類	600714
105	1	11	600715	經費類	600715
105	1	12	600716	經費類	600716
105	1	13	600717	經費類	600717
105	1	14	600718	經費類	600718
105	1	15	600719	經費類	600719
105	1	16	600720	經費類	600720
105	1	17	600721	經費類	600721
105	1	18	600722	經費類	600722
105	1	19	600723	經費類	600723
105	1	20	600724	經費類	600724
