105	1	1	506217	經費類	506205
105	1	2	506218	經費類	506206
105	1	3	506219	經費類	506207
105	1	4	506220	經費類	506208
105	1	5	506221	經費類	506209
105	1	6	506222	經費類	506210
105	1	7	506223	經費類	506211
105	1	8	506224	經費類	506212
105	1	9	506225	經費類	506213
105	1	10	506226	經費類	506214
105	1	11	506227	經費類	506215
105	1	12	506228	經費類	506216
105	1	13	506229	經費類	506217
105	1	14	506230	經費類	506218
105	1	15	506231	經費類	506219
105	1	16	506232	經費類	506220
105	1	17	506233	經費類	506221
105	1	18	506234	經費類	506222
105	1	19	506235	經費類	506223
